"id","title","type","description","release_year","age_certification","runtime","genres","production_countries","seasons","imdb_id","imdb_score","imdb_votes","tmdb_popularity","tmdb_score"
"ts42090","Last Chance U","SHOW","In a docuseries set at one of NCAA football's most fertile recruiting grounds, guys with red flags seek to prove their worth on the field and in class.",2016,"TV-MA",59,"['documentation', 'sport']","['US']",5,"tt5863126",8.4,6897,14.88,7.3
"ts53287","Roman Empire","SHOW","This stylish mix of documentary and historical epic chronicles the reign of Commodus, the emperor whose rule marked the beginning of Rome's fall.",2016,"TV-14",44,"['drama', 'documentation', 'history', 'war']","['US']",3,"tt6233538",7,7742,21.454,6.9
"ts37660","Reply 1988","SHOW","A nostalgic trip back to the late 1980s through the lives of five families and their five teenage kids living in a small neighborhood in Seoul.",2015,"TV-14",92,"['comedy', 'drama', 'family', 'romance']","['KR']",1,"tt5182866",9.2,6718,18.37,8.7
"ts38731","Rebellion","SHOW","A group of young men and women in Dublin in 1916 are embroiled in a fight for independence during the Easter Rising. The story begins with the outbreak of World War I. As expectations of a short and glorious campaign are dashed, social stability is eroded and Irish nationalism comes to the fore. The tumultuous events that follow are seen through the eyes of a group of friends from Dublin, Belfast and London as they play vital and conflicting roles in the narrative of Ireland's independence.",2016,"TV-14",51,"['war', 'drama', 'history', 'european']","['IE', 'GB']",2,"tt4699982",7.1,3802,13.651,7.1
"ts38809","The Get Down","SHOW","In 1977 New York City, the talented and soulful youth of the South Bronx chase dreams and breakneck beats to transform music history.",2016,"TV-MA",62,"['drama', 'music']","['US']",2,"tt4592410",8.2,22462,7.479,7.348
"ts53249","Trollhunters: Tales of Arcadia","SHOW","After uncovering a mysterious amulet, an average teen assumes an unlikely destiny and sets out to save two worlds.",2016,"TV-Y7",22,"['scifi', 'action', 'fantasy', 'comedy', 'drama', 'animation', 'family']","['US']",3,"tt1734135",8.4,16779,50.896,8.5
"ts42137","Voltron: Legendary Defender","SHOW","Five unlikely teenage heroes and their flying robot lions unite to form the megapowerful Voltron and defend the universe from evil.",2016,"TV-Y7",24,"['action', 'scifi', 'comedy', 'fantasy', 'drama', 'animation', 'family']","['US']",8,"tt5580664",8.1,8821,16.452,7.4
"ts76956","The Letdown","SHOW","Audrey is determined not to be defined by motherhood. In theory, this seems fairly easy. In practice, her career-focused husband, self-obsessed mother & fancy-free best friend, make it damn near impossible.",2016,"",30,"['comedy']","['AU']",2,"tt7320300",7.4,3369,2.7,7.9
"ts38758","Ajin","SHOW","17 years ago, immortals first appeared on the battlefields of Africa. Later, rare, unknown new immortal lifeforms began appearing among humans, and they became known as ""Ajin"" (demi-humans). Just before summer vacation, a Japanese high school student is instantly killed in a traffic accident on his way home from school. However, he is revived, and a price is placed on his head. Thus begins a boy's life on the run from all of humankind.",2016,"TV-MA",23,"['action', 'scifi', 'thriller', 'animation', 'horror', 'drama', 'fantasy']","['JP']",2,"tt5537534",7.6,6199,17.293,8.2
"ts35987","Transformers: Robots In Disguise","SHOW","Years after the events of Predacons Rising, Bumblebee is summoned back to Earth to battle several of Cybertron's most wanted Decepticons that escaped from a crashed prison ship and assembles a team of young Autobots that includes Sideswipe (a rebel ""bad boy bot""), Strongarm (an Elite Guard cadet), Grimlock (a bombastic Dinobot), and Fixit (a hyperactive Mini-Con with faulty wiring).",2015,"TV-Y7",21,"['comedy', 'scifi', 'animation', 'action']","['US']",5,"tt3604232",6,1066,11.302,7.6
"ts38770","Lady Dynamite","SHOW","A single-camera half-hour comedy based on what Maria Bamford has accepted to be ""her life."" It's the sometimes surreal story of a woman who loses — and then finds — her s**t.",2016,"TV-MA",30,"['drama', 'comedy']","['US']",2,"tt4789300",7.3,3693,6.236,7.4
"ts42257","Signal","SHOW"," Detectives from the present and a detective from the past communicate via walkie-talkie to solve a long-time unsolved case.",2016,"TV-MA",71,"['crime', 'thriller', 'drama', 'fantasy', 'scifi']","['KR']",2,"tt5332206",8.5,6659,9.477,8.1
"ts52829","Paranoid","SHOW","The murder of a female GP in a rural playground in front of numerous witnesses draws a group of detectives into an ever-darkening mystery that takes them across Europe, aided by mysterious notes sent by the ""Ghost Detective"".",2016,"",44,"['thriller', 'crime', 'drama', 'european']","['GB']",1,"tt5839454",6.6,8585,7.738,6.6
"ts42022","El marginal","SHOW","An ex-cop entered a prison as convicted under a false identity in order to infiltrate within a group of prisoners that has just kidnapped the teenage daughter of an important national judge.",2016,"TV-MA",54,"['drama', 'crime', 'thriller', 'action']","['AR']",5,"tt5820976",8.1,4047,94.391,8.2
"ts37944","A Very Secret Service","SHOW","At the height of the Cold War in 1960, André Merlaux joins the French Secret Service and contends with enemies both foreign and bureaucratic.",2015,"TV-MA",27,"['comedy', 'european']","['FR']",2,"tt4367560",7.7,3574,9.227,7.5
"ts38568","Flaked","SHOW","In his funky California beach enclave, Chip's the go-to guy for personal insights. But he isn't quite as enlightened when it comes to his own baggage.",2016,"TV-MA",33,"['comedy', 'drama', 'romance']","['US']",2,"tt4973548",7.2,11474,8.853,6.9
"ts37779","Danger Mouse","SHOW","Danger Mouse is back saving London, saving the World and, most importantly, saving Penfold in brand new and fantastically absurd, energetic adventures.",2015,"",12,"['comedy', 'action', 'crime', 'family', 'fantasy', 'scifi', 'animation', 'european']","['GB']",2,"tt4196822",7.2,587,6.326,7.6
"ts52981","White Rabbit Project","SHOW","Kari Byron, Tory Belleci and Grant Imahara rank history's greatest inventions, heists and more.",2016,"TV-PG",48,"['reality']","['US']",1,"tt10767386",6.9,1667,3.977,6.9
"ts41258","Cinderella and Four Knights","SHOW","Eun Ha-Won is a college student. She is a bright girl who wants to be a veterinarian, but at home she is lonely. She is isolated from her family members. Eun Ha-Won lives with father, step-mother and step-sister after her mother died in a car accident. One day, she helps a mysterious old man. The old man suggests to her to live in a mansion and pursue her dream of becoming a veterinarian. Since than, she moves into the mansion and lives with three cousins Kang Ji-Woon, Kang Hyun-Min, Kang Seo-Woo and their bodyguard Lee Yoon-Sung.",2016,"TV-PG",61,"['drama', 'family', 'comedy', 'romance']","['KR']",1,"tt5764414",7.4,3943,34.735,7.3
"ts43209","The Cuba Libre Story","SHOW","Recounts the tumultuous history of Cuba, a nation of foreign conquest, freedom fighters and Cold War political machinations.",2015,"TV-14",45,"['documentation', 'history', 'european']","['DE']",2,"tt5319838",7.6,1649,3.412,6.8
"ts55365","The Haunted House","SHOW","With help from a 102-year-old goblin dwelling beneath their haunted apartment building, two siblings deal with ghosts and take on spooky mysteries.",2016,"TV-PG",25,"['thriller', 'horror', 'animation', 'comedy', 'drama', 'family', 'fantasy']","['KR']",7,"tt9518312",8.3,83,40.65,10
"ts119087","Sunny Bunnies","SHOW","Furry little bunnies hop through wild adventures as they find solutions, fun and sometimes mischief wherever there is light.",2015,"TV-Y",3,"['animation', 'family']","['BY']",5,"tt7264084",6.7,97,2.06,NA
"ts36630","Dinotrux","SHOW","Half dinosaur, half construction truck, full-on fun! Watch giant Ty Rux, his little buddy Revvit and the crew come face-to-face with evil D-Structs.",2015,"TV-Y7",23,"['action', 'comedy', 'family', 'animation']","['US']",5,"tt1396212",6.7,465,8.914,7.4
"ts41995","Zumbo's Just Desserts","SHOW","Australia’s very own Willy Wonka Adriano Zumbo and acclaimed British chef Rachel Khoo go in search of Australia’s sweetest home cooks. Amateur dessert makers from around the country will put their sweet baking skills to the test until the ultimate dessert king or queen is crowned.",2016,"TV-14",50,"['reality']","['AU']",2,"tt7239256",6.9,2177,5.174,6.1
"ts39017","Dawn of the Croods","SHOW","The world's first family is back for more laughs as they discover sports, sleepovers and other wonders in a world of exotic creatures and adventures. This 2D animated cartoon is based on the 3D animated feature film, ""The Croods"".",2015,"TV-Y7",23,"['action', 'comedy', 'family', 'animation']","['US']",4,"tt5193172",5.8,723,27.252,7.7
"ts11670","The Adventures of Puss in Boots","SHOW","The world's greatest feline fighter, lover and milk connoisseur is back in this original series filled with daring adventures, great boots, and laugh-out-loud fun! The entire family will be entranced by Puss' fantastical CG world filled with new characters, exotic locations and mystical tales that make up the stuff of legends. There's nothing that can get in this celebrated swashbuckling kitty's way...except maybe a hairball.",2015,"TV-Y7",23,"['comedy', 'family', 'animation', 'action', 'fantasy', 'western']","['US']",6,"tt3807034",6.6,1726,22.766,6.9
"ts76079","Grizzy & the Lemmings","SHOW","The forest ranger's house is the only area of human civilization in the middle of untamed wilderness in a vast natural reserve in Canada. When the ranger is away, a bear named Grizzy feels that the ranger's house is his territory, given that bears sit at the top of the food chain. After making his way inside the home, Grizzy takes advantage of all the modern conveniences there, including a comfortable sofa, air conditioning and fully equipped kitchen. He's not alone, though, because a group of small creatures called lemmings also populate the ranger's house when he is away. Because Grizzy and the lemmings are not civilized enough to live together in peace, it becomes an atmosphere of madness when the two sides try to outdo each other with tricks.",2016,"TV-Y7",7,"['animation', 'comedy', 'family', 'european']","['FR']",3,"tt6717058",7.1,599,23.688,8.3
"ts43272","Terrace House: Boys & Girls in the City","SHOW","Six men and women start off as strangers and live together under one roof. All that is provided is a beautiful house and a car. There is no script.",2015,"TV-14",29,"['reality', 'drama']","['JP']",1,"tt4790546",8.1,1663,5.125,8.1
"ts36547","Club de Cuervos","SHOW","When the patriarch of a prominent family dies, his heirs battle to determine who will gain control of his beloved soccer team: The Cuervos of Nuevo Toledo.",2015,"TV-MA",46,"['drama', 'comedy']","['MX']",4,"tt4680240",8.2,5586,25.34,8.4
"ts56748","T@gged","SHOW","T@gged is a modern day thriller that explores the terrifying risks of social media in a world of anonymity.",2016,"TV-14",21,"['drama', 'thriller', 'reality']","['US']",3,"tt5881326",7.1,2077,11.589,8
"ts53155","Crazyhead","SHOW","Amy and Raquel attempt to navigate their way through the choppy waters of their early twenties whilst simultaneously kicking the ass of some seriously gnarly demons. What could possibly go wrong?",2016,"",43,"['comedy', 'horror', 'scifi', 'european']","['GB']",1,"tt6038584",7.2,5024,6.442,6.7
"ts42127","The Windsors","SHOW","Comedy soap opera re-imagining the lives of the British Royal Family as you have never seen them before.",2016,"TV-MA",27,"['comedy']","['GB']",3,"tt5692740",7.1,2677,4.763,7.3
"ts41883","The K2","SHOW","A patriotic bodyguard who was abandoned by his country and colleagues, a hidden daughter of leading Presidential candidate who regards love as a tool for revenge, and the First Lady contender who hides her ambition and charisma behind a kind and friendly personality.",2016,"TV-14",65,"['action', 'drama', 'war', 'romance', 'thriller']","['KR']",1,"tt5966882",7.8,6194,27.411,7.4
"ts42628","Netflix Presents: The Characters","SHOW","No rules. No expectations. A half hour to make their mark. Eight different comedians each get an episode to show their skills in comedy.",2016,"TV-MA",33,"['comedy']","['US']",1,"tt5228026",5.2,861,4.376,5.2
"ts37804","W/ Bob & David","SHOW","After being dishonorably discharged from the Navy Seals, Bob and David are back serving our country the way they do best, making sketch comedy. Four half-hours of brand new comedy featuring all new characters, all new scenes, and most importantly, all new wigs. ",2015,"TV-MA",35,"['comedy']","['US']",1,"tt4574708",7.4,4160,4.117,6.8
"ts56674","The Mr. Peabody & Sherman Show","SHOW","The world's smartest dog and his boy host a zany late-night comedy show from a swanky penthouse, with time-traveling historical figures and a live audience.",2015,"",23,"['animation', 'scifi', 'comedy', 'family', 'history']","['US']",4,"tt5021206",5.6,442,5.557,7.4
"ts35406","Between","SHOW","Between is the story of a town under siege from a mysterious disease that has wiped out everybody except those 21 years old and under. The series explores the power vacuum that results when a government has quarantined a 10-mile diameter area and left the inhabitants to fend for themselves.",2015,"TV-14",25,"['scifi', 'thriller', 'drama']","['CA']",2,"tt4132692",5.9,9172,13.581,5.7
"ts41253","Love O2O","SHOW","What is it that makes a man fall in love with a woman at first sight? Appearance? Aura? Wealth? NO, when campus prince and gaming expert, student Xiao Nai first saw Bei Wei Wei, what made him fall in love was not her extraordinary beauty, but her slim and slender fingers that were flying across the keyboard and her calm and composed manner!!! Embarrassing, no? At the same time, gaming expert Bei Wei Wei, at this time and place is on the computer, methodically commanding a guild war, and won a perfect and glorious victory despite being at a disadvantage, and was completely unaware that cupid is nearby. Soon after basketball player, swimmer, all-around excellent student, and game company president, Xiao Nai, uses both tactics on and off-line to take this beauty’s heart. Therefore this romance slowly bloomed. ~~ Drama adapted from the novel by Gu Man.",2016,"TV-14",45,"['drama', 'romance']","['CN']",1,"tt6055498",7.9,2585,27.228,6.1
"ts54110","Puffin Rock","SHOW","Life is sweet on beautiful Puffin Rock, where puffling Oona, her baby brother Baba and their pals learn about nature, friendship and family. Follow the pufflings on their adventures as they explore the wild island!",2015,"TV-Y",11,"['comedy', 'animation', 'family', 'european']","['IE']",2,"tt3590338",8.6,919,3.171,8
"ts77654","Care Bears and Cousins","SHOW","Care Bears and Cousins",2015,"TV-Y",22,"['animation']","['US']",2,"tt4680360",6.8,83,3.153,9.2
"ts79799","Dragons: Race to the Edge","SHOW","Unlock the secrets of the Dragon Eye and come face to face with more dragons than anyone has ever imagined as Hiccup, Toothless and the Dragon Riders soar to the edge of adventure.",2015,"TV-Y7",22,"['scifi', 'family', 'animation', 'action', 'comedy', 'fantasy', 'drama']","['US']",6,"tt4816058",8.2,6376,52.569,8.2
"ts54028","Case","SHOW","A dramatic thriller about a broken lawyer who seeks redemption through his investigation into the suspicious suicide of a teenage ballet prodigy.",2015,"",46,"['drama', 'crime', 'thriller']","['IS']",1,"tt7875988",7,2755,3.389,7.3
"ts38230","The Method","SHOW","After graduation our main character Yesenia dreams about work- ing with Rodion Meglin. He is a mysterious, secretive man, a lone investigator with little known about his methods. When Yesenia turns into his trainee she begins to realize that the essence of his method is that Meglin himself – that of a maniac. He feels them instinctively. He is allowed to eliminate some of them, look after others and save their lives. Our heroine who was never meant to work alone will go alone, facing the most horrible crimes of the last decade.",2015,"TV-MA",51,"['crime', 'drama', 'thriller']","['RU']",2,"tt5155576",7.4,2784,6.577,7.8
"ts56032","La Niña","SHOW","A young woman who was part of the guerrilla force now seeks a better life in the city. She wants to study medicine, to heal instead of hurt, but she'll have a challenge since being part of outside-the-law groups always leaves consequences.",2016,"TV-MA",0,"['action', 'drama']","['CO']",1,"tt5677942",8.4,649,23.759,7.7
"ts128895","Midnight Diner: Tokyo Stories","SHOW","An anthology of human relationship stories connected by the only open in the wee hours diner the characters frequent. Resolutions are often facilitated by the owner/chef.",2016,"TV-14",25,"['drama']","['JP']",2,"tt6150576",8.4,4149,11.357,7.7
"ts58068","Inside the World's Toughest Prisons","SHOW","Crime journalist Paul Connolly goes behind the bars of some of the world’s most notorious and toughest prisons. Immersing himself in maximum security facilities around the world to live as a prisoner, he encounters the inmates locked up for their crimes and meets the men and women on the right side of law tasked with keeping the criminals behind bars.",2016,"TV-MA",48,"['crime', 'documentation']","['GB']",5,"tt6322264",7.1,2747,5.099,7.5
"ts37896","Conspiracy","SHOW","Skeptics and others discuss widely held conspiracy theories involving aliens, government cover-ups, secret assassinations and other intrigues.",2015,"TV-14",43,"['history', 'documentation', 'european']","['GB']",1,"tt4761054",6.2,379,2.421,5.8
"ts43230","The Deep","SHOW","The adventures of the Nekton family, a family of daring underwater explorers who live aboard a state-of-the-art submarine, The Aronnax, and explore uncharted areas of the earth's oceans to unravel the mysteries of the deep.",2015,"TV-Y7",22,"['action', 'family', 'scifi', 'animation']","['AU']",4,"tt4991910",7.8,667,13.096,7.8
"ts76092","Rosario Tijeras","SHOW","Worlds collide when a vengeance-obsessed young woman from the other side of the tracks captures the attention of two well-off friends.",2016,"TV-MA",45,"['drama', 'action', 'crime', 'romance', 'thriller']","['MX']",3,"tt6340304",6.1,340,293.969,7.4
"ts35596","Bella and the Bulldogs","SHOW","A head cheerleader's life takes an unexpected twist when her rifle-like throwing arm takes her from the sidelines to becoming her middle school’s starting quarterback. Bella Dawson is a confident, caring and talented teenager, who suddenly finds herself fulfilling a lifelong dream but also having to navigate the world of her teammates Troy, Sawyer and Newt, without losing her two best friends, Pepper and Sophie from the cheer squad.",2015,"TV-G",23,"['comedy', 'family', 'sport']","['US']",2,"tt3596178",4.9,2255,12.273,7.9
"ts42260","Chelsea Does","SHOW","Comedienne and writer Chelsea Handler discusses the topics of marriage, racism, Silicon Valley, and drugs. Filmed in four parts.",2016,"TV-MA",70,"['documentation']","['US']",1,"tt5275894",7.3,2476,3.273,6.5
"ts86021","Molang","SHOW","Molang is an affectionate and humorous perspective on the relationship between an eccentric, joyful and enthusiastic rabbit, and a shy, discreet and emotional little chick. Despite their many differences, these two enjoy a unique friendship. They have great times together ranging from the mundane to the extraordinary. Whether they're flying to the moon or merely watering the vegetable patch, Molang and Piu Piu experience unexpected, even unsettling situations. Tricky incidents and misunderstandings are soon transformed into opportunities for fun moments and humor, which Molang's friends are happy to come and share in.",2015,"TV-G",3,"['animation', 'comedy', 'family', 'european']","['FR']",3,"tt6046238",8.3,367,9.07,8
"ts55559","Ask the Storybots","SHOW","Based on the award-winning educational apps, the StoryBots are curious little creatures who live in the world beneath our screens and go on fun adventures to help answer kids' questions, like how night happens or why we need to brush our teeth.",2016,"TV-Y",26,"['animation', 'comedy', 'family']","['US']",3,"tt5846856",8.4,878,7.471,8.4
"ts35359","Heidi","SHOW","Knee-high to a grasshopper, Heidi, a young orphan brunette with curly hair and the face of an angel, is brought by her aunt to the Swiss Alps to live with her grand-father, a silent and solitary old man. Taking up the challenges of her new existence, she will display all her strength and natural resources to find her rightful place in a sometimes harsh and unfriendly environment. Whether in the magnificent mountain settings with Peter, the goatherd or shut away in a big mansion in Frankfurt with Clara, a disabled girl confined to a wheelchair, Heidi will learn the priceless value of friendship and mutual help. Like a ray of sunshine, Heidi lights up and soothes the hearts of people and animals around her, inspiring them with her enthusiastic, generous and wonderful zest for life. The essence of a positive heroine, Heidi goes through life in the present without ever losing her innocence and her free-spirited manners.",2015,"TV-Y",23,"['animation', 'drama', 'family', 'european']","['AU', 'FR', 'DE']",2,"tt4346362",7.1,242,8.606,NA
"ts38512","Cooked","SHOW","Explored through the lenses of the four natural elements – fire, water, air and earth – COOKED is an enlightening and compelling look at the evolution of what food means to us through the history of food preparation and its universal ability to connect us. Highlighting our primal human need to cook, the series urges a return to the kitchen to reclaim our lost traditions and to forge a deeper, more meaningful connection to the ingredients and cooking techniques that we use to nourish ourselves.",2016,"TV-PG",53,"['documentation']","['US']",1,"tt5347906",7.6,43,3.188,7.5
"ts54100","World of Winx","SHOW","The Winx travel all over the world searching for talent for WOW. and preventing the mysterious talent thief from kidnapping them.",2016,"TV-Y7",24,"['action', 'fantasy', 'animation', 'comedy', 'family', 'european']","['US', 'IT']",2,"tt5874596",6.6,727,6.824,8.2
"ts35360","Inspector Gadget","SHOW","When Dr. Claw returns, Inspector Gadget is brought out of retirement to defeat him again, now with Penny and Brain's open participation.",2015,"TV-Y",22,"['action', 'scifi', 'animation', 'comedy', 'family']","['CA', 'US']",4,"tt3910690",4.5,625,10.856,6.9
"ts38757","Kong: King of the Apes","SHOW","Set in 2050, Kong becomes a wanted fugitive after wrecking havoc at Alcatraz Island’s Natural History and Marine Preserve. What most humans on the hunt for the formidable animal don’t realize, though, is that Kong was framed by an evil genius who plans to terrorize the world with an army of enormous robotic dinosaurs. As the only beast strong enough to save humanity from the mechanical dinos, Kong must rely on the help of three kids who know the truth about him.",2016,"TV-Y7",21,"['animation', 'family', 'scifi', 'action', 'comedy']","['US']",2,"tt5462936",5.8,331,13.218,6.5
"ts43119","Real Rob","SHOW","Centers around comedian Rob Schneider's real life while living in Hollywood.",2015,"TV-14",31,"['comedy']","['US']",2,"tt3741346",6.3,2857,6.43,6.2
"ts53106","Tokyo Trial","SHOW","In the wake of World War II, 11 Allied judges are tasked with weighing the fates of Japanese war criminals in a tense international trial.",2016,"TV-MA",48,"['drama', 'history']","['JP', 'US']",1,"tt4040530",7.4,1544,5.247,6.9
"ts38805","Beat Bugs","SHOW","Jay, Kumi, Crick, Buzz, and Walter are best friends who band together to explore and learn in an overgrown suburban backyard, which to them is their entire universe. Each episode of this animated series features songs by The Beatles performed by artists including Daniel Johns, Robbie Williams and Pink to tell uplifting and life-affirming stories filled with hope and melody.",2016,"TV-Y",15,"['family', 'animation', 'comedy', 'fantasy']","['AU']",3,"tt4716268",7.6,524,6.682,6.6
"ts75829","Lego Bionicle: The Journey to One","SHOW","Six legendary heroes find themselves on an epic quest as they harness the power of nature's elements to defeat the forces of evil.",2016,"TV-Y7",20,"['action', 'fantasy', 'scifi', 'animation']","['US']",2,"tt5075942",5.4,177,7.108,7.3
"ts42075","Intersection","SHOW","Naz who is a paediatrician loses her baby during pregnancy. Even though her husband wants another baby, she refuses to go through the same thing all over again. She goes to Italy for a conference and meets Ali Nejat there.",2016,"TV-MA",107,"['drama']","['TR']",2,"tt5303668",6.5,1221,15.226,5.7
"ts42038","No Tomorrow","SHOW","When a risk-averse, straight-arrowed, female procurement manager at an Amazon-like distribution center falls in love with a free-spirited man who lives life to the fullest because he believes the apocalypse is imminent, they embark on a quest together to fulfill their individual bucket lists, with comedic and poignant results.",2016,"TV-14",47,"['comedy', 'drama', 'romance', 'thriller']","['US']",1,"tt10936232",7.1,5137,7.687,6.3
"ts51368","Skylanders Academy","SHOW","Follow the heroic adventures of the Skylanders team, a group of heroes with unique elemental skills and personalities who travel the vast Skylands universe, protecting it from evil-doers and showing the next wave of Academy cadets how to do things the “Skylander way.”",2016,"TV-Y7",23,"['action', 'animation', 'comedy', 'family', 'fantasy']","['US']",3,"tt5916218",6.5,760,14.848,6.1
"ts74753","Tales by Light","SHOW","Behind every powerful image is a powerful story. Uniting exploration, photography and the natural world, Tales By Light follows photographers from Australia and around the world as they push the limits of their craft.",2015,"",28,"['documentation']","['AU']",3,"tt5350276",8.3,1916,3.565,7.9
"ts39014","Kuromukuro","SHOW","When mecha attack a research center, its students, pilots, and researchers must fight back with the help of mysterious artifacts and a young samurai.",2016,"TV-14",24,"['comedy', 'drama', 'animation', 'action', 'scifi']","['JP']",2,"tt5895314",7.2,1290,6.887,6.7
"ts41948","Hip Hop Evolution","SHOW","Hip-Hop today is a global culture that has changed music, dance, fashion, language —and even politics. But where did this worldwide cultural movement begin? We trace hip-hop back to its humble beginnings, when the kids of the Bronx crammed into house parties, rec rooms, and public parks to hear music like they’d never heard it before.",2016,"TV-MA",45,"['documentation', 'music']","['CA']",4,"tt4130418",8.4,5772,4.48,7.8
"ts54156","Chef's Table: France","SHOW","Sample the bold new flavors of France with chefs who are pushing the boundaries of fine dining and reinventing a rich culinary tradition.",2016,"TV-14",46,"['documentation']","['US']",1,"tt6088326",8.2,1734,4.096,8.6
"ts36740","Project Mc²","SHOW","McKeyla, Adrienne, Bryden, and Camryn are four super smart and science-skilled girls recruited to join the spy organization, NOV8.",2015,"TV-G",25,"['family']","['US']",6,"tt4861760",5.8,1026,5.445,8.1
"ts41899","Nightmare Teacher","SHOW","A homeroom teacher of Yosan Private High School has an accident, and thus a substitute comes to fill in. Han Bong-Gu  is a mysterious man, and after strange occurrences the class president Ye-Rim tries to get to the bottom of this mystery.",2016,"TV-MA",16,"['drama', 'horror', 'thriller']","['KR']",1,"tt6209442",7.1,446,5.677,8.4
"ts43501","Secrets of Great British Castles","SHOW","Historian Dan Jones explores the millennium of history behind six of Great Britain's most famous castles: Warwick, Dover, Caernarfon, the Tower of London, Carrickfergus, and Stirling.",2015,"TV-PG",44,"['documentation', 'history', 'european']","['GB']",2,"tt5181284",7.8,1060,3.459,7.3
"ts56221","Rainbow Ruby","SHOW","Rainbow Ruby is the story of a spunky, resourceful little girl who magically transports to Rainbow Village, a whimsical land inhabited by her toys, and transforms into different jobs to help save the day! This CGI-animated preschool series takes the childhood fantasy of dolls come to life, and mixes in an aspirational heroine who proves that you can be anything you want to be!",2016,"TV-Y",12,"['family', 'fantasy', 'animation', 'comedy']","['CN']",4,"tt5828144",6.6,80,12.713,10
"ts81483","Simon","SHOW","Simon is an adorable little rabbit who exudes all the vitality of childhood. He's at an age when little rabbits (and indeed little children!) are starting to come into their own - challenging relationships with parents, embarking upon school life, learning about the world in general, dealing with authority and of course, language.",2016,"TV-Y",5,"['comedy', 'family', 'animation']","['FR']",2,"tt7699866",7,129,3.507,9.5
"ts35463","Richie Rich","SHOW","Richie Rich is a boy who turned vegetables into a clean energy source. As a result, Rich now has over a trillion dollars. Rich lives with his family in a mansion filled with toys, contraptions, and his best friends Darcy and Murray are always by his side, along with Irona, Richie's robot maid, his dad Cliff, who loves naps and is a bit dense, and his jealous sister Harper. Also, Darcy loves spending money and Murray doesn't want anything out of budget.",2015,"TV-PG",23,"['comedy']","['US']",2,"tt4160920",3,1073,9.491,6.5
"ts38764","Marseille","SHOW","The longtime mayor of Marseille is preparing to hand over the reins to his protégé when a sudden and ruthless battle erupts for control of the city.",2016,"TV-MA",42,"['drama', 'european']","['FR']",2,"tt4003966",6.8,5163,8.888,6.6
"ts38761","Another Miss Oh","SHOW","Two women working in the same industry with the exact same name keep getting their lives entangled both professionally and personally.",2016,"TV-MA",69,"['comedy', 'drama', 'family', 'fantasy', 'romance']","['KR']",1,"tt5679572",7.8,1866,17.289,8.2
"ts41154","Paquita Salas","SHOW","One of Spain's best talent agents in the '90s, Paquita now finds herself searching desperately for new stars after suddenly losing her biggest client.",2016,"",22,"['comedy', 'european']","['ES']",3,"tt5866074",8,3128,7.93,7.1
"ts144323","Unnatural Selection","SHOW","Three high school students decide to escape the mundane urban environment and embark on a fishing adventure.",2015,"TV-MA",35,"['reality', 'documentation', 'comedy']","['US']",1,"tt11063952",8.1,12,2.736,7.5
"ts74929","H20: Mermaid Adventures","SHOW","The lives of teenagers Emma, Cleo and Rikki are forever changed when a magical, forbidden island gives them the power to turn into mermaids.",2015,"TV-Y",24,"['animation', 'family', 'comedy', 'drama', 'fantasy', 'romance', 'european']","['FR']",2,"tt4610750",5.7,194,8.908,8.8
"ts38772","Dear My Friends","SHOW","Life is ever-delightful — and ever-challenging — for a group of friends in their twilight years as they rediscover themselves through love and family.",2016,"TV-MA",70,"['comedy', 'drama']","['KR']",1,"tt5689030",8.2,366,4.766,8
"ts52943","The Sound of Your Heart","SHOW","Comedy following Cho Seok's ridiculous but hilarious adventures with his girlfriend-turned-wife Ae Bong, their dogs, older brother Jo Joon, and parents. Based on the popular webtoon series of the same name.",2016,"",26,"['comedy', 'drama', 'animation']","['KR']",2,"tt4613520",8.2,1127,5.877,8.2
"ts86831","The Good Cop","SHOW","Danny Confino is a full-time cop, during one of the police's worst times. A period in which its image is at a low ebb, they are ousted every week, harassed by commanders twice a week, budgets are cut and complaints against police are piled up in DIP offices. He returns to his parents' home in order to live there temporarily, but the temporary becomes permanent and Danny finds that life at home is superior to any crime scene.",2015,"TV-MA",28,"['comedy', 'drama']","['IL']",3,"tt6070434",7.6,385,1.542,7
"ts87884","Sons of the Caliphate","SHOW","This is a drama series about the lives of three rich, entitled, passionate and ambitious young men: Kalifah, Nuhu and Diko. Elections are fast approaching and there's a tussle for the governorship seat of the Northern Caliphate State of Kowa. Soon personal conflicts intertwine between their families in a race to crown the next Governor.",2015,"TV-14",0,"['drama']","['NG']",1,"tt10202268",7.4,33,1.347,NA
"ts53076","El Chema","SHOW","Inspired by true events, This is the story of the most notorious drug kingpin the world had ever seen. A man known as El Chapo, the biggest international drug lord in history. The most important and influential man, in the history of Narcos. He changed the game with his spectacular escapes and innovative smuggling techniques.",2016,"TV-MA",44,"['crime', 'action']","['US']",1,"tt5730624",6.9,308,112.717,NA
"ts52988","Captive","SHOW","Documentary series reconstructing history's most complex, high-stakes hostage negotiations as kidnapping victims recount their terrifying ordeals.",2016,"",63,"['documentation', 'drama', 'european']","['US']",1,"tt6246500",6.8,742,4.18,6.8
"ts41260","Hello, My Twenties!","SHOW","With different personalities, life goals and taste in men, five female college students become housemates in a shared residence called Belle Epoque.",2016,"TV-14",63,"['comedy', 'drama', 'romance']","['KR']",2,"tt5858892",8.3,2161,14.835,7.3
